,Sample,CloudPercenatge,sample_std
819,target_29TNE_2018-10-18_2019-03-16_441_569_1209_1337_6_86_18_98.npz,42.0,0.018
820,target_29TNE_2018-10-23_2019-03-21_4921_5049_2105_2233_76_156_32_112.npz,40.0,0.061
821,target_29TNE_2018-10-23_2019-03-21_4921_5049_2873_3001_76_156_44_124.npz,40.0,0.082
822,target_29TNE_2018-10-23_2019-03-21_4921_5049_3769_3897_76_156_58_138.npz,48.0,0.055
823,target_29TNE_2018-10-23_2019-03-21_5305_5433_3513_3641_82_162_54_134.npz,53.0,0.053
824,target_29TNE_2018-11-12_2019-04-10_2105_2233_2617_2745_32_112_40_120.npz,36.0,0.049
825,target_29TNE_2018-11-12_2019-04-10_3513_3641_2233_2361_54_134_34_114.npz,46.0,0.034
826,target_29TNE_2018-11-22_2019-04-20_185_313_3769_3897_2_82_58_138.npz,42.0,0.073
827,target_29TNE_2018-11-22_2019-04-20_3129_3257_1977_2105_48_128_30_110.npz,53.0,0.034
828,target_29TNE_2018-11-22_2019-04-20_313_441_3513_3641_4_84_54_134.npz,42.0,0.064
829,target_29TNE_2018-11-22_2019-04-20_313_441_3769_3897_4_84_58_138.npz,36.0,0.029
830,target_29TNE_2018-11-22_2019-04-20_3641_3769_3513_3641_56_136_54_134.npz,49.0,0.039
831,target_29TNE_2018-11-22_2019-04-20_4025_4153_2105_2233_62_142_32_112.npz,46.0,0.057
832,target_29TNE_2018-11-22_2019-04-20_4281_4409_313_441_66_146_4_84.npz,55.0,0.047
833,target_29TNE_2018-11-22_2019-04-20_5049_5177_2361_2489_78_158_36_116.npz,42.0,0.04
834,target_29TNE_2018-11-22_2019-04-20_5177_5305_2745_2873_80_160_42_122.npz,41.0,0.044
835,target_29TNE_2018-12-02_2019-04-30_2617_2745_825_953_40_120_12_92.npz,42.0,0.035
836,target_29TNE_2018-12-02_2019-04-30_313_441_4793_4921_4_84_74_154.npz,38.0,0.037
837,target_29TNE_2018-12-02_2019-04-30_4153_4281_1209_1337_64_144_18_98.npz,47.0,0.058
838,target_29TNE_2018-12-02_2019-04-30_4281_4409_5049_5177_66_146_78_158.npz,47.0,0.078
839,target_29TNE_2018-12-02_2019-04-30_4281_4409_825_953_66_146_12_92.npz,55.0,0.04
840,target_29TNE_2018-12-02_2019-04-30_4537_4665_3513_3641_70_150_54_134.npz,54.0,0.037
841,target_29TNE_2018-12-02_2019-04-30_5305_5433_3897_4025_82_162_60_140.npz,38.0,0.042
842,target_29TNE_2018-12-02_2019-04-30_5305_5433_4025_4153_82_162_62_142.npz,41.0,0.033
843,target_29TNE_2018-12-02_2019-04-30_697_825_1977_2105_10_90_30_110.npz,45.0,0.037
844,target_29TNE_2018-12-12_2019-05-10_1465_1593_1849_1977_22_102_28_108.npz,35.0,0.037
845,target_29TNE_2018-12-12_2019-05-10_2617_2745_2361_2489_40_120_36_116.npz,38.0,0.053
846,target_29TNE_2018-12-12_2019-05-10_3129_3257_697_825_48_128_10_90.npz,44.0,0.029
847,target_29TNE_2018-12-12_2019-05-10_313_441_1209_1337_4_84_18_98.npz,47.0,0.056
848,target_29TNE_2018-12-12_2019-05-10_313_441_4025_4153_4_84_62_142.npz,37.0,0.045
849,target_29TNE_2018-12-12_2019-05-10_3769_3897_1209_1337_58_138_18_98.npz,41.0,0.027
850,target_29TNE_2018-12-12_2019-05-10_4409_4537_2745_2873_68_148_42_122.npz,45.0,0.031
851,target_29TNE_2018-12-12_2019-05-10_57_185_3769_3897_0_80_58_138.npz,36.0,0.059
852,target_29TNE_2018-12-22_2019-05-20_1465_1593_1977_2105_22_102_30_110.npz,38.0,0.036
853,target_29TNE_2018-12-22_2019-05-20_1849_1977_2745_2873_28_108_42_122.npz,41.0,0.039
854,target_29TNE_2018-12-22_2019-05-20_3257_3385_2489_2617_50_130_38_118.npz,47.0,0.043
855,target_29TNE_2018-12-22_2019-05-20_4025_4153_4537_4665_62_142_70_150.npz,49.0,0.066
856,target_29TNE_2018-12-22_2019-05-20_4153_4281_3001_3129_64_144_46_126.npz,46.0,0.067
857,target_29TNE_2018-12-22_2019-05-20_4153_4281_5305_5433_64_144_82_162.npz,51.0,0.057
858,target_29TNE_2018-12-22_2019-05-20_441_569_3001_3129_6_86_46_126.npz,44.0,0.076
859,target_29TNE_2018-12-22_2019-05-20_4537_4665_1977_2105_70_150_30_110.npz,41.0,0.064
860,target_29TNE_2018-12-22_2019-05-20_4665_4793_2233_2361_72_152_34_114.npz,42.0,0.055
861,target_29TNE_2018-12-22_2019-05-20_5177_5305_1209_1337_80_160_18_98.npz,47.0,0.06
862,target_29TNE_2018-12-22_2019-05-20_697_825_1209_1337_10_90_18_98.npz,41.0,0.044
863,target_29TNE_2018-12-22_2019-05-20_697_825_1849_1977_10_90_28_108.npz,42.0,0.05
864,target_29TNE_2018-12-22_2019-05-20_825_953_2873_3001_12_92_44_124.npz,45.0,0.064
865,target_29TNE_2019-01-01_2019-05-30_1337_1465_3641_3769_20_100_56_136.npz,42.0,0.037
866,target_29TNE_2019-01-01_2019-05-30_1977_2105_4025_4153_30_110_62_142.npz,38.0,0.056
867,target_29TNE_2019-01-01_2019-05-30_3513_3641_1721_1849_54_134_26_106.npz,42.0,0.037
868,target_29TNE_2019-01-01_2019-05-30_4921_5049_1593_1721_76_156_24_104.npz,41.0,0.057
869,target_29TNE_2019-01-11_2019-06-09_1209_1337_2105_2233_18_98_32_112.npz,38.0,0.05
870,target_29TNE_2019-01-11_2019-06-09_1337_1465_1209_1337_20_100_18_98.npz,39.0,0.045
871,target_29TNE_2019-01-11_2019-06-09_1593_1721_2361_2489_24_104_36_116.npz,39.0,0.045
872,target_29TNE_2019-01-11_2019-06-09_1593_1721_3641_3769_24_104_56_136.npz,33.0,0.033
873,target_29TNE_2019-01-11_2019-06-09_1593_1721_825_953_24_104_12_92.npz,55.0,0.023
874,target_29TNE_2019-01-11_2019-06-09_3897_4025_2105_2233_60_140_32_112.npz,44.0,0.067
875,target_29TNE_2019-01-11_2019-06-09_441_569_3257_3385_6_86_50_130.npz,42.0,0.05
876,target_29TNE_2019-01-11_2019-06-09_5305_5433_2233_2361_82_162_34_114.npz,30.0,0.041
877,target_29TNE_2019-01-11_2019-06-09_825_953_2617_2745_12_92_40_120.npz,40.0,0.057
878,target_29TNE_2019-01-21_2019-06-19_1337_1465_4921_5049_20_100_76_156.npz,41.0,0.04
879,target_29TNE_2019-01-21_2019-06-19_1465_1593_3001_3129_22_102_46_126.npz,41.0,0.034
880,target_29TNE_2019-01-21_2019-06-19_1465_1593_697_825_22_102_10_90.npz,47.0,0.015
881,target_29TNE_2019-01-21_2019-06-19_1721_1849_4025_4153_26_106_62_142.npz,44.0,0.037
882,target_29TNE_2019-01-21_2019-06-19_185_313_1721_1849_2_82_26_106.npz,52.0,0.052
883,target_29TNE_2019-01-21_2019-06-19_1977_2105_4153_4281_30_110_64_144.npz,42.0,0.047
884,target_29TNE_2019-01-21_2019-06-19_2361_2489_1337_1465_36_116_20_100.npz,39.0,0.041
885,target_29TNE_2019-01-21_2019-06-19_4921_5049_4921_5049_76_156_76_156.npz,42.0,0.053
886,target_29TNE_2019-01-21_2019-06-19_569_697_3769_3897_8_88_58_138.npz,42.0,0.037
887,target_29TNE_2019-01-21_2019-06-19_697_825_1465_1593_10_90_22_102.npz,45.0,0.048
888,target_29TNE_2019-01-21_2019-06-19_825_953_4665_4793_12_92_72_152.npz,47.0,0.047
889,target_29TNE_2019-01-31_2019-06-29_1977_2105_4281_4409_30_110_66_146.npz,51.0,0.031
890,target_29TNE_2019-01-31_2019-06-29_57_185_3385_3513_0_80_52_132.npz,51.0,0.039
891,target_29TNE_2019-02-20_2019-07-19_5177_5305_3769_3897_80_160_58_138.npz,40.0,0.046
892,target_29TNE_2019-05-01_2019-09-27_4281_4409_5049_5177_66_146_78_158.npz,19.0,0.038
893,target_29TNE_2019-09-08_2020-02-04_4281_4409_4921_5049_66_146_76_156.npz,69.0,0.088
894,target_29TNE_2019-09-28_2020-02-24_5305_5433_3129_3257_82_162_48_128.npz,55.0,0.042
895,target_29TNE_2019-12-27_2020-05-24_4665_4793_1337_1465_72_152_20_100.npz,63.0,0.065
896,target_29TPE_2017-06-20_2017-11-16_5049_5177_3385_3513_78_158_52_132.npz,26.0,0.004
897,target_29TPE_2017-06-20_2017-11-16_5305_5433_5049_5177_82_162_78_158.npz,27.0,0.014
898,target_29TPE_2017-06-30_2017-11-26_1593_1721_3257_3385_24_104_50_130.npz,27.0,0.007
899,target_29TPE_2017-06-30_2017-11-26_1977_2105_2361_2489_30_110_36_116.npz,24.0,0.045
900,target_29TPE_2017-06-30_2017-11-26_2233_2361_2233_2361_34_114_34_114.npz,22.0,0.046
901,target_29TPE_2017-07-05_2017-12-01_1849_1977_3257_3385_28_108_50_130.npz,28.0,0.046
902,target_29TPE_2017-07-05_2017-12-01_5049_5177_4281_4409_78_158_66_146.npz,25.0,0.014
903,target_29TPE_2017-07-20_2017-12-16_3769_3897_2233_2361_58_138_34_114.npz,28.0,0.048
904,target_29TPE_2017-07-25_2017-12-21_3769_3897_313_441_58_138_4_84.npz,30.0,0.057
905,target_29TPE_2017-07-25_2017-12-21_5049_5177_5049_5177_78_158_78_158.npz,21.0,0.02
906,target_29TPE_2018-06-05_2018-11-01_3001_3129_3897_4025_46_126_60_140.npz,6.0,0.005
907,target_29TPE_2018-06-05_2018-11-01_4537_4665_2745_2873_70_150_42_122.npz,13.0,0.007
908,target_29TPE_2018-06-05_2018-11-01_4793_4921_2745_2873_74_154_42_122.npz,16.0,0.008
909,target_29TPE_2018-06-15_2018-11-11_1081_1209_3129_3257_16_96_48_128.npz,21.0,0.026
910,target_29TPE_2018-06-15_2018-11-11_1337_1465_4537_4665_20_100_70_150.npz,26.0,0.045
911,target_29TPE_2018-06-15_2018-11-11_2873_3001_4537_4665_44_124_70_150.npz,17.0,0.019
912,target_29TPE_2018-07-05_2018-12-01_2873_3001_4153_4281_44_124_64_144.npz,25.0,0.044
913,target_29TPE_2018-07-05_2018-12-01_3001_3129_2745_2873_46_126_42_122.npz,31.0,0.092
914,target_29TPE_2018-07-05_2018-12-01_3385_3513_2873_3001_52_132_44_124.npz,32.0,0.043
915,target_29TPE_2018-07-05_2018-12-01_4153_4281_1849_1977_64_144_28_108.npz,33.0,0.072
916,target_29TPE_2018-07-05_2018-12-01_5177_5305_3641_3769_80_160_56_136.npz,36.0,0.069
917,target_29TPE_2018-07-05_2018-12-01_825_953_2745_2873_12_92_42_122.npz,31.0,0.073
918,target_29TPE_2018-07-15_2018-12-11_3769_3897_5305_5433_58_138_82_162.npz,36.0,0.028
919,target_29TPE_2018-07-15_2018-12-11_5049_5177_4409_4537_78_158_68_148.npz,36.0,0.055
920,target_29TPE_2018-07-15_2018-12-11_5177_5305_1209_1337_80_160_18_98.npz,45.0,0.098
921,target_29TPE_2018-08-04_2018-12-31_4281_4409_3257_3385_66_146_50_130.npz,35.0,0.038
922,target_29TPE_2018-08-14_2019-01-10_2873_3001_5305_5433_44_124_82_162.npz,44.0,0.053
923,target_29TPE_2018-08-14_2019-01-10_3129_3257_2617_2745_48_128_40_120.npz,44.0,0.071
924,target_29TPE_2018-08-14_2019-01-10_3513_3641_5305_5433_54_134_82_162.npz,40.0,0.022
925,target_29TPE_2018-08-14_2019-01-10_3641_3769_4281_4409_56_136_66_146.npz,43.0,0.094
926,target_29TPE_2018-08-14_2019-01-10_4537_4665_1849_1977_70_150_28_108.npz,49.0,0.026
927,target_29TPE_2018-08-14_2019-01-10_4665_4793_2489_2617_72_152_38_118.npz,42.0,0.018
928,target_29TPE_2018-08-14_2019-01-10_5177_5305_1849_1977_80_160_28_108.npz,49.0,0.048
929,target_29TPE_2018-08-24_2019-01-20_2361_2489_2233_2361_36_116_34_114.npz,43.0,0.053
930,target_29TPE_2018-08-24_2019-01-20_4153_4281_2745_2873_64_144_42_122.npz,36.0,0.04
931,target_29TPE_2018-09-23_2019-02-19_4665_4793_3769_3897_72_152_58_138.npz,34.0,0.036
932,target_29TPE_2018-09-28_2019-02-24_4409_4537_3129_3257_68_148_48_128.npz,33.0,0.067
933,target_29TPE_2018-12-02_2019-04-30_4153_4281_2873_3001_64_144_44_124.npz,41.0,0.038
934,target_29TPE_2018-12-22_2019-05-20_3897_4025_2361_2489_60_140_36_116.npz,36.0,0.05
935,target_29TPE_2018-12-22_2019-05-20_4025_4153_1593_1721_62_142_24_104.npz,39.0,0.035
936,target_29TPE_2018-12-22_2019-05-20_4281_4409_5049_5177_66_146_78_158.npz,35.0,0.032
937,target_29TPE_2018-12-22_2019-05-20_4281_4409_5177_5305_66_146_80_160.npz,33.0,0.035
938,target_29TPE_2019-01-01_2019-05-30_4921_5049_1849_1977_76_156_28_108.npz,31.0,0.033
939,target_29TPE_2019-01-11_2019-06-09_1849_1977_1977_2105_28_108_30_110.npz,31.0,0.041
940,target_29TPE_2019-01-11_2019-06-09_2873_3001_1977_2105_44_124_30_110.npz,32.0,0.036
941,target_29TPE_2019-01-11_2019-06-09_2873_3001_5305_5433_44_124_82_162.npz,38.0,0.063
942,target_29TPE_2019-01-11_2019-06-09_3129_3257_1721_1849_48_128_26_106.npz,27.0,0.032
943,target_29TPE_2019-01-11_2019-06-09_3129_3257_4665_4793_48_128_72_152.npz,29.0,0.046
944,target_29TPE_2019-01-11_2019-06-09_4665_4793_3257_3385_72_152_50_130.npz,36.0,0.035
945,target_29TPE_2019-01-31_2019-06-29_2105_2233_2233_2361_32_112_34_114.npz,39.0,0.046
946,target_29TPE_2019-02-20_2019-07-19_2233_2361_2617_2745_34_114_40_120.npz,44.0,0.046
947,target_29TPE_2019-02-20_2019-07-19_2873_3001_4793_4921_44_124_74_154.npz,33.0,0.044
948,target_29TPE_2019-02-20_2019-07-19_3001_3129_1977_2105_46_126_30_110.npz,37.0,0.037
949,target_29TPE_2019-02-20_2019-07-19_3257_3385_697_825_50_130_10_90.npz,36.0,0.053
950,target_29TPE_2019-02-20_2019-07-19_3641_3769_1977_2105_56_136_30_110.npz,41.0,0.032
951,target_29TPE_2019-02-25_2019-07-24_4537_4665_4537_4665_70_150_70_150.npz,33.0,0.048
952,target_29TPE_2019-03-07_2019-08-03_1337_1465_2233_2361_20_100_34_114.npz,31.0,0.032
953,target_29TPE_2019-03-07_2019-08-03_1849_1977_2105_2233_28_108_32_112.npz,28.0,0.028
954,target_29TPE_2019-03-07_2019-08-03_2617_2745_4665_4793_40_120_72_152.npz,26.0,0.043
955,target_29TPH_2017-06-30_2017-11-26_3513_3641_3769_3897_54_134_58_138.npz,42.0,0.057
956,target_29TPH_2018-04-16_2018-09-12_4153_4281_3513_3641_64_144_54_134.npz,16.0,0.076
957,target_29TPH_2018-04-26_2018-09-22_3769_3897_4281_4409_58_138_66_146.npz,6.0,0.039
958,target_29TPH_2018-04-26_2018-09-22_5305_5433_2489_2617_82_162_38_118.npz,10.0,0.008
959,target_29TPH_2018-05-01_2018-09-27_3385_3513_3257_3385_52_132_50_130.npz,22.0,0.023
960,target_29TPH_2018-05-01_2018-09-27_3513_3641_5049_5177_54_134_78_158.npz,3.0,0.023
961,target_29TPH_2018-05-01_2018-09-27_4153_4281_1593_1721_64_144_24_104.npz,25.0,0.038
962,target_29TPH_2018-05-01_2018-09-27_953_1081_4793_4921_14_94_74_154.npz,26.0,0.051
963,target_29TPH_2018-05-06_2018-10-02_1849_1977_4537_4665_28_108_70_150.npz,22.0,0.046
964,target_29TPH_2018-05-06_2018-10-02_2617_2745_4153_4281_40_120_64_144.npz,13.0,0.043
965,target_29TPH_2018-05-06_2018-10-02_3129_3257_3897_4025_48_128_60_140.npz,20.0,0.049
966,target_29TPH_2018-05-06_2018-10-02_3769_3897_3897_4025_58_138_60_140.npz,6.0,0.033
967,target_29TPH_2018-05-06_2018-10-02_4537_4665_4409_4537_70_150_68_148.npz,6.0,0.015
968,target_29TPH_2018-05-06_2018-10-02_5049_5177_2105_2233_78_158_32_112.npz,21.0,0.044
969,target_29TPH_2018-05-16_2018-10-12_3129_3257_4153_4281_48_128_64_144.npz,12.0,0.036
970,target_29TPH_2018-05-21_2018-10-17_4281_4409_3257_3385_66_146_50_130.npz,15.0,0.03
971,target_29TPH_2018-05-26_2018-10-22_3641_3769_3129_3257_56_136_48_128.npz,20.0,0.064
972,target_29TPH_2018-06-05_2018-11-01_2745_2873_4409_4537_42_122_68_148.npz,34.0,0.1
973,target_29TPH_2018-06-05_2018-11-01_4281_4409_3769_3897_66_146_58_138.npz,16.0,0.074
974,target_29TPH_2018-06-05_2018-11-01_5049_5177_2233_2361_78_158_34_114.npz,30.0,0.074
975,target_29TPH_2018-06-15_2018-11-11_3129_3257_4281_4409_48_128_66_146.npz,31.0,0.058
976,target_29TPH_2018-06-15_2018-11-11_3897_4025_4025_4153_60_140_62_142.npz,28.0,0.048
977,target_29TPH_2018-06-15_2018-11-11_4025_4153_3001_3129_62_142_46_126.npz,37.0,0.1
978,target_29TPH_2018-08-04_2018-12-31_3001_3129_2233_2361_46_126_34_114.npz,57.0,0.04
979,target_29TPH_2018-08-14_2019-01-10_2617_2745_569_697_40_120_8_88.npz,64.0,0.048
980,target_29TPH_2018-08-24_2019-01-20_1721_1849_441_569_26_106_6_86.npz,60.0,0.033
981,target_29TPH_2018-11-22_2019-04-20_2233_2361_1849_1977_34_114_28_108.npz,53.0,0.042
982,target_29TQF_2017-08-01_2017-12-28_1465_1593_441_569_22_102_6_86.npz,63.0,0.073
983,target_29TQF_2017-08-01_2017-12-28_185_313_5305_5433_2_82_82_162.npz,50.0,0.036
984,target_29TQF_2017-08-01_2017-12-28_1977_2105_3129_3257_30_110_48_128.npz,51.0,0.05
985,target_29TQF_2017-08-01_2017-12-28_2489_2617_3513_3641_38_118_54_134.npz,54.0,0.04
986,target_29TQF_2017-08-06_2018-01-02_3513_3641_4409_4537_54_134_68_148.npz,58.0,0.038
987,target_29TQF_2017-08-16_2018-01-12_2361_2489_3001_3129_36_116_46_126.npz,63.0,0.03
988,target_29TQF_2017-08-16_2018-01-12_2873_3001_2361_2489_44_124_36_116.npz,63.0,0.031
989,target_29TQF_2017-08-16_2018-01-12_3513_3641_4921_5049_54_134_76_156.npz,69.0,0.03
990,target_29TQF_2017-08-16_2018-01-12_4537_4665_3769_3897_70_150_58_138.npz,70.0,0.064
991,target_29TQF_2017-08-16_2018-01-12_5049_5177_441_569_78_158_6_86.npz,63.0,0.029
992,target_29TQF_2017-08-26_2018-01-22_2361_2489_57_185_36_116_0_80.npz,59.0,0.053
993,target_29TQF_2017-08-26_2018-01-22_3001_3129_697_825_46_126_10_90.npz,70.0,0.041
994,target_29TQF_2017-08-26_2018-01-22_313_441_2233_2361_4_84_34_114.npz,66.0,0.046
995,target_29TQF_2017-08-26_2018-01-22_4537_4665_2361_2489_70_150_36_116.npz,62.0,0.037
996,target_29TQF_2017-09-05_2018-02-01_4409_4537_2233_2361_68_148_34_114.npz,66.0,0.059
997,target_29TQF_2017-09-05_2018-02-01_4921_5049_569_697_76_156_8_88.npz,62.0,0.067
998,target_29TQF_2017-09-05_2018-02-01_5305_5433_2233_2361_82_162_34_114.npz,69.0,0.081
999,target_29TQF_2017-09-15_2018-02-11_441_569_5305_5433_6_86_82_162.npz,63.0,0.044
1000,target_29TQF_2017-09-15_2018-02-11_5305_5433_825_953_82_162_12_92.npz,68.0,0.058
1001,target_29TQF_2017-09-25_2018-02-21_1081_1209_2745_2873_16_96_42_122.npz,72.0,0.033
1002,target_29TQF_2017-09-25_2018-02-21_1209_1337_1209_1337_18_98_18_98.npz,68.0,0.038
1003,target_29TQF_2017-09-25_2018-02-21_2617_2745_57_185_40_120_0_80.npz,66.0,0.046
1004,target_29TQF_2017-09-25_2018-02-21_569_697_569_697_8_88_8_88.npz,67.0,0.043
1005,target_29TQF_2018-01-13_2018-06-11_697_825_3897_4025_10_90_60_140.npz,62.0,0.057
1006,target_29TQF_2018-04-23_2018-09-19_1081_1209_1465_1593_16_96_22_102.npz,7.0,0.014
1007,target_29TQF_2018-04-23_2018-09-19_4921_5049_3257_3385_76_156_50_130.npz,9.0,0.02
1008,target_29TQF_2018-04-23_2018-09-19_5049_5177_3385_3513_78_158_52_132.npz,14.0,0.018
1009,target_29TQF_2018-05-03_2018-09-29_4025_4153_313_441_62_142_4_84.npz,14.0,0.027
1010,target_29TQF_2018-05-13_2018-10-09_1977_2105_4921_5049_30_110_76_156.npz,14.0,0.031
1011,target_29TQF_2018-05-23_2018-10-19_3641_3769_953_1081_56_136_14_94.npz,12.0,0.034
1012,target_29TQF_2018-05-23_2018-10-19_57_185_313_441_0_80_4_84.npz,12.0,0.015
1013,target_29TQF_2018-06-12_2018-11-08_1721_1849_3385_3513_26_106_52_132.npz,15.0,0.028
1014,target_29TQF_2018-06-12_2018-11-08_3001_3129_2745_2873_46_126_42_122.npz,20.0,0.037
1015,target_29TQF_2018-06-12_2018-11-08_4153_4281_5305_5433_64_144_82_162.npz,24.0,0.025
1016,target_29TQF_2018-06-22_2018-11-18_1209_1337_4793_4921_18_98_74_154.npz,30.0,0.03
1017,target_29TQF_2018-06-22_2018-11-18_1209_1337_953_1081_18_98_14_94.npz,28.0,0.085
1018,target_29TQF_2018-06-22_2018-11-18_1465_1593_5305_5433_22_102_82_162.npz,23.0,0.011
1019,target_29TQF_2018-06-22_2018-11-18_1593_1721_441_569_24_104_6_86.npz,30.0,0.024
1020,target_29TQF_2018-06-22_2018-11-18_1721_1849_2233_2361_26_106_34_114.npz,30.0,0.026
1021,target_29TQF_2018-06-22_2018-11-18_2873_3001_2105_2233_44_124_32_112.npz,29.0,0.055
1022,target_29TQF_2018-06-22_2018-11-18_3385_3513_3257_3385_52_132_50_130.npz,22.0,0.037
1023,target_29TQF_2018-06-22_2018-11-18_4025_4153_1209_1337_62_142_18_98.npz,30.0,0.067
1024,target_29TQF_2018-06-22_2018-11-18_4793_4921_313_441_74_154_4_84.npz,24.0,0.018
1025,target_29TQF_2018-07-12_2018-12-08_2489_2617_5305_5433_38_118_82_162.npz,30.0,0.033
1026,target_29TQF_2018-08-01_2018-12-28_1977_2105_4153_4281_30_110_64_144.npz,64.0,0.027
1027,target_29TQF_2018-08-01_2018-12-28_2233_2361_3385_3513_34_114_52_132.npz,58.0,0.062
1028,target_29TQF_2018-08-01_2018-12-28_2873_3001_3001_3129_44_124_46_126.npz,56.0,0.051
1029,target_29TQF_2018-08-01_2018-12-28_3897_4025_2361_2489_60_140_36_116.npz,62.0,0.055
1030,target_29TQF_2018-08-01_2018-12-28_4153_4281_3001_3129_64_144_46_126.npz,57.0,0.078
1031,target_29TQF_2018-08-01_2018-12-28_4665_4793_313_441_72_152_4_84.npz,54.0,0.056
1032,target_29TQF_2018-08-01_2018-12-28_4921_5049_1209_1337_76_156_18_98.npz,56.0,0.051
1033,target_29TQF_2018-08-01_2018-12-28_4921_5049_2361_2489_76_156_36_116.npz,65.0,0.108
1034,target_29TQF_2018-08-01_2018-12-28_5049_5177_2233_2361_78_158_34_114.npz,61.0,0.07
1035,target_29TQF_2018-08-01_2018-12-28_569_697_3897_4025_8_88_60_140.npz,59.0,0.031
1036,target_29TQF_2018-08-11_2019-01-07_1081_1209_5177_5305_16_96_80_160.npz,62.0,0.039
1037,target_29TQF_2018-08-11_2019-01-07_2617_2745_3769_3897_40_120_58_138.npz,60.0,0.063
1038,target_29TQF_2018-08-11_2019-01-07_3385_3513_4537_4665_52_132_70_150.npz,59.0,0.053
1039,target_29TQF_2018-08-11_2019-01-07_4025_4153_5305_5433_62_142_82_162.npz,56.0,0.052
1040,target_29TQF_2018-08-11_2019-01-07_4153_4281_1721_1849_64_144_26_106.npz,54.0,0.055
1041,target_29TQF_2018-08-11_2019-01-07_4281_4409_3513_3641_66_146_54_134.npz,60.0,0.061
1042,target_29TQF_2018-08-11_2019-01-07_4281_4409_4025_4153_66_146_62_142.npz,61.0,0.061
1043,target_29TQF_2018-08-11_2019-01-07_4281_4409_4793_4921_66_146_74_154.npz,57.0,0.049
1044,target_29TQF_2018-08-21_2019-01-17_185_313_4921_5049_2_82_76_156.npz,67.0,0.058
1045,target_29TQF_2018-08-21_2019-01-17_2105_2233_5049_5177_32_112_78_158.npz,74.0,0.034
1046,target_29TQF_2018-08-21_2019-01-17_2873_3001_2873_3001_44_124_44_124.npz,68.0,0.059
1047,target_29TQF_2018-08-21_2019-01-17_3001_3129_2873_3001_46_126_44_124.npz,68.0,0.059
1048,target_29TQF_2018-08-21_2019-01-17_3129_3257_3001_3129_48_128_46_126.npz,67.0,0.056
1049,target_29TQF_2018-08-21_2019-01-17_3257_3385_441_569_50_130_6_86.npz,70.0,0.07
1050,target_29TQF_2018-08-21_2019-01-17_3513_3641_3513_3641_54_134_54_134.npz,68.0,0.083
1051,target_29TQF_2018-08-21_2019-01-17_4153_4281_1849_1977_64_144_28_108.npz,59.0,0.066
1052,target_29TQF_2018-08-21_2019-01-17_4281_4409_5049_5177_66_146_78_158.npz,68.0,0.045
1053,target_29TQF_2018-08-21_2019-01-17_4537_4665_313_441_70_150_4_84.npz,61.0,0.054
1054,target_29TQF_2018-08-21_2019-01-17_4537_4665_441_569_70_150_6_86.npz,61.0,0.07
1055,target_29TQF_2018-08-21_2019-01-17_4665_4793_1977_2105_72_152_30_110.npz,62.0,0.088
1056,target_29TQF_2018-08-21_2019-01-17_4793_4921_1337_1465_74_154_20_100.npz,63.0,0.065
1057,target_29TQF_2018-08-21_2019-01-17_4793_4921_2489_2617_74_154_38_118.npz,64.0,0.064
1058,target_29TQF_2018-08-21_2019-01-17_569_697_5305_5433_8_88_82_162.npz,69.0,0.033
1059,target_29TQF_2018-08-21_2019-01-17_697_825_2233_2361_10_90_34_114.npz,62.0,0.029
1060,target_29TQF_2018-08-21_2019-01-17_825_953_3897_4025_12_92_60_140.npz,71.0,0.045
1061,target_29TQF_2018-08-31_2019-01-27_1081_1209_3641_3769_16_96_56_136.npz,66.0,0.058
1062,target_29TQF_2018-08-31_2019-01-27_1977_2105_5305_5433_30_110_82_162.npz,66.0,0.048
1063,target_29TQF_2018-08-31_2019-01-27_2361_2489_4025_4153_36_116_62_142.npz,67.0,0.055
1064,target_29TQF_2018-08-31_2019-01-27_2489_2617_1977_2105_38_118_30_110.npz,62.0,0.042
1065,target_29TQF_2018-08-31_2019-01-27_3129_3257_1081_1209_48_128_16_96.npz,61.0,0.064
1066,target_29TQF_2018-08-31_2019-01-27_313_441_1977_2105_4_84_30_110.npz,58.0,0.029
1067,target_29TQF_2018-08-31_2019-01-27_4153_4281_4921_5049_64_144_76_156.npz,65.0,0.06
1068,target_29TQF_2018-08-31_2019-01-27_4281_4409_2105_2233_66_146_32_112.npz,57.0,0.067
1069,target_29TQF_2018-08-31_2019-01-27_4665_4793_5305_5433_72_152_82_162.npz,64.0,0.044
